,Nickname,Review,Hashtag
10,v_namukong, 🍯 🍯 ⠀ 달달한 게 좋지만 설탕은 노노노!! 우리에게는 건강하게 달달한 꿀이 있따 한 포씩 뜯어서 먹을 수도 있고〰️ 마음껏 퍼서 먹을 수 있도 있다궁💛 필요에 따라서 골라서 쟁여둘 수 있쑤:) ⠀ 슈가걸 허니걸 초코걸 세상에 모든 달달구리를 사랑하는데 이번에는 조큼 건강하게 먹고자 주문했던 건강쿠키🎶 좀 더 달았으면〰️ 했는데 한 포 뜯어서 에프에 구운 쿠키 위에 뿌려주니 존맛탄생! ⠀ 바삭함 겉에 녹진한 달달함이 행복하다♥️ 요리할 때도 슬쩍 넣기 너무 편하고〰️ 아빠 출퇴근때 챙겨주면 당충전 완료💪 꿀차로 먹으면 해장으로도 굿굿굿 !! ⠀ 📍구매는 @daldaldang_official ⠀ ⠀,#달달당#꿀#진짜꿀#먹콩_간식#쿠키#꿀#꿀차#꿀배송#꿀택배#아카시아꿀#밤꿀#아카시아꿀판매#밤꿀효능#건강식#먹스타맞팔#디저트그램
11,rim_muk.log," 우유 한잔 필수! 신상 단팥빵이 왔어요 📍 CU 🏷 크림치즈호두 단팥빵 (1500원) 🏷 통밤 단팥빵 (1500원) 그냥 먹어도 맛있는 단팥빵을 맛있게 업그레이드! 크림치즈와 통밤이 올라간 신상이 출시되었습니다 일단 우유 한잔 따라놓고 시작해야되는거 아시쥬? 팥앙금 베이스는 같고, 위에 올라간 토핑 차이인데요~ 보시는 대로! 예상 가능하능한 맛이예요ㅋㅋ 크림치즈와 밤이 중앙에만 뙇 있어서 조금 아쉬운? 빵 안에 좀 넉넉하게 같이 들어갔더라면 더 좋았을 것 같네요🙋‍♀️ 우유 한잔과 먹으니 아주 든든해서 좋았습니다 . . . . . 매주 금요일은 CU 신상데이! 포켓CU APP에서 신상데이 반값 할인쿠폰 쏩니다 (포켓CU APP > 이벤트 카테고리 확인) . CU로부터 소정의 활동비를 제공받았습니다",#통밤단팥빵#크림치즈호두단팥빵#디저트#먹스타그램#CU먹방#편의점신상#CU신상데이#CU신상품#CU덕후#씨유덕후#CU#씨유#Cu편의점#씨유편의점#편의점리뷰#빵#단팥빵#크림치즈호두빵#밤빵#빵스타그램#빵순이#빵덕후#koreanfood#koreandessert#mukbang#림먹로그
12,rim_muk.log," 비오는 날☔ 뽀얀 국물의 시원한 백골뱅이탕 📍 더네이처파머스 🏷 동해안 자연산 백골뱅이 1kg (13900원) 꾸리꾸리한 금요일 밤! 뜨끈한 국물과 쐬주가 생각나지 않으세요? 저는 집에서 고오급 안주 만들어서 어무니랑 한잔 똑! 불금 보내요😊 속살이 탱글탱글 쫄깃한 백골뱅이로 국물요리 만들어봤어요 깨끗하게 세척한 백골뱅이 넣고 끓이기 시작하니 뽀얗게 국물이 우러나와요💕 청양고추 팍팍 넣고 팽이버섯이랑 어묵꼬치도 넣어줬더니 늠 멋진 안주가 탄생했네요! 술장고에서 청하랑 캔맥두 꺼내와요 헤헿 국물 먼저 맛보니 시워헌~ 칼아알~하니 아주 끝내주고요! 돌돌돌 골뱅이 속살 빼서 초고추장 뙇 찍어먹으니 미쳤써요 달아요😱 통통해서 씹는 맛도 최고! 와사비 간장, 기름장에도 잘 어울려요👍 둘이서 한 냄비 클리어하고 배뻥ㅋㅋ 청정해역 포항 앞바다에서 조업한 즉시 급냉시켜 싱싱한 상태로 집까지 슝🚛 이어지는 장마에 국물요리 땡기지 않으셔요? 여러분도 대존맛 백골뱅이로 멋진 술상 차려보세요🙋‍♀️ . . . . . @thenaturefarmers",#더네이처파머스#백골뱅이#백고동#백골뱅이탕#골뱅이#골뱅이탕#술안주#술상#안주#안주스타그램#안주만들기#택배맛집#야식#야식스타그램#먹스타그램#오뎅탕#어묵탕#소주안주#koreanfood#foodie#foodstagram#mukbang#soju#집밥#요리#홈쿡#국물요리#림먹로그
13,kht844," 서울 날씨가 36도 웃도는 무더위날..오후 일찍부터 나와서 미용실에서 시원하게 머리를 자르고(댕강💇‍♂️) 스벅에 들려 더위에 지친 나에게 시원한 오아시스같은 커피한잔의 여유를 만끽했다. (일기장이냐😥) 못보신분도 있었지만 토요일에 대형라이언을 뽑아서 이 더운날 나의 길동무를 대신해줬다.(웬지 짠하디🥺) 뽑기는 좋아하는데 인형은 안좋아해서 급!!나눔을 했지만 아무도 안오셔서 결국 아는 덩생한테 줬답니다. CGV에서 엑시트를 감상했는데 극한직업이후로 제대로된 코믹영화 한편 봤다고 생각이 든다. (따따따 따따 다 따따따🤳) . . 용산에서 이번엔 외대역쪽으로 이동했다. 이번에 갈곳은 외대에서 좁은 골목길에 위치한 언니네함바그란 곳입니다. 가계가 좁아서 테이블이 많이 없어서 약간씩 웨이팅이 있긴하지만 방학기간이라 그런지 길진않았습니다. 이곳의 주 메뉴는 함박, 치즈함박, 매운함박인데 치즈함박이 M 7000 L7500정도 합니다. M사이즈만 해도 평균양정도 되니 많이드시는분아니면 미디움 시키세요. 회기에도 체인점을 내셨다고 한다. 주문을 하면 밑반찬 및 밥을 미리주시는데 김치, 절임류, 깨드레싱 샐러드, 흑미밥을 주시고 모자르면 더 주신다고 한다. 샐러드 소스가 고소하고 맛있었고 나머진 느끼한걸 달래주었다. 이어서 치즈함박이 나왔다.🤤🤤 . . 위에는 천사채??를 튀긴게 올려져있었고 계란반숙과 소스위에 치즈가 화룡점정으로 있었다. 근데 사진을 찍느라 노른자 옆구리가 터졌고 치즈가 약간 굳었다🥺 머 리뷰어라면 이 정도는 감수해야지..🤔 디카로 찍는사람은 오죽할까...📷📸 계란 노른자가 미리 터져 함박을 가를때 노른자가 칼 사이로 쫙 퍼질때의 감동은 없지만 그래도 함박은 이렇게 먹어야지..계란과 함박을 소스에 듬뿍찍어 맛보니 입안에 토마토향이 멤돌았다. 고기는 약간 뻑뻑한감이 있었지만 소스에 찍어먹으니 괜찮았다. 좀 너무 익히신 감도 살짝 있었다. 고기밑에 면인줄 알았는데 숙주였다. 숙주와 토마토 익힌것과 같이 먹으니 최고의 궁합이지않나본다. 아참 치즈는 좀 굳어서인지 느끼했고 많이 늘어나진않아서 실패😥😥 매운것도 많이 드시던데 필자는 매운걸 못먹어서...🥵🥵🥵 입이 짧은편인데 배가 불렀다. 밥과 샐러드를 너무 많이 주셔서 남겼는데 죄송했다. 살짝 적게 주셔도 될..😋 외대앞에 가실일 있으면 가보시는것도 나쁘지않다.🤗 . . .",#혼밥리뷰#외대#외대역맛집#외대역함박#함박스테이크#함박스테이크맛집#함박맛집#언니네함바그#혼밥#혼밥만렙#혼스타그램#맛스타그램#먹스타그램#foodgasm#foodreview#먹그램#선팔맞팔#광고언팔
14,fooddang, . 🍼❤ 열자마자 달콤한 고소한 냄새 겉에 엄청 얇은층을 뚫고 씹으면 보들폭신한 빵 보들폭신한 빵사이엔 엄청 부드러운 바닐라밀크크림 크림은 분명 부드러운데 쿠크다스 특유의 묵직함이 느껴진다 쿠크다스이름만 빌려온 그냥 새로운 케이크과자일줄알았는데 먹으면 진짜 쿠크다스를 케이크로 만든맛이다 싸구려 마가린맛도 전혀 아니구 입에 꺼끌하게 남는것도 없이 고급진 맛,#쿠크다스케이크#체험단#맛스타#맛스타그램#맛스타맞팔#먹스타#먹스타그램#먹스타맞팔#과자#과자추천#과자그램#과자리뷰#과자맛집#과자스타그램#쿠크다스#쿠케#쿠크케이크#크라운#크라운제과#crown#신상과자
15,ming._.log," "" "" 의 "" "" (₩5,000) . 통팥앙금이 들어있는 얇은 녹차 빵피 사이에는 말차커스터드크림과 말차가나슈 그리고 식감을 더해주는 아몬드가 자리잡고 있다 . 쑥 가나슈 먹을 때도 콕 박힌 아몬드의 식감이 매우 맘에 들었는데 이번에도 역시나 맘에 쏙 들었다. 식감 더해주는 아몬드 최고💛 . 어글리 맘모스는 크림보다는 쫀득꾸덕한 가나슈가 하이라이트다. 달달한 것도 크림보다 가운데 가나슈가 더 달달하기도 하고! . 꾸덕한 식감으로도 먹고 싶고, 진한 말차맛도 원한다면 완전 얼빵으로 먹는거보다는 살짝 해동시켜서 먹는게 베스트다👍 . 말차가나슈랑 크림만 따로 먹었을 때는 쌉싸름한 말차의 맛과 향이 꽤 진한 편이라고 느껴졌다. 근데 빵이랑 같이 먹으니 팥맛에 말차맛이 은근 가려지는 느낌이었달까..🤔 그치만 보통의 말차 덕후들이라면 진한 말차의 맛에 만족하며 맛있게 먹을 말차맘모스라는 것은 분명하다 . 하지만 개인적인 취향으로는 말차맘모스 보다는 쑥맘모스가 더 내 취향🤭💚",#어글리베이커리#감동의말차맘모스
16,h______j_________o," ~군자역 이이요~ 일기 ver. 비주얼 도란나 싶은 곳이었다☆ 근데 재방문은 딱히. . 이 날 박람회 다녀오고 친구랑 버스타고 집 가는데 멀미가 너무 심하게 나서 중간에 내려 한참 방황하다가, 로또 한 장을 사서 돈에 대한 현실적인 고뇌에 잠겨 있다가(돈이 많이 생기면 어느 나라에 집을 사고 얼만큼을 저축하고 투자를 얼만큼 어떻게 할 것인가 따위의), 그럼에도 진정되지 않는 멀미에 괴로워하다가, 저녁이나 먹고 집가는 길을 찾자 해서 군자역 근처에서 검색하고 들어온 곳이다. 이름은 말했다시피 '이이요'. . 웨이팅은 약 15분 정도였다. 기다리는 사람들이 몹시 많아서 놀랐는데 회전율이 좋은 편 같았다. 휴대폰 배터리가 없어서 양해를 구하고 가게 플러그를 이용해서 잠깐이나마 충전을 했다. 나는 시그니처 메뉴라고 하는 '야끼돈부리(연어+광어+가리비)'(11,900원)을 시켰다. . 후기에서 그릇이 꽤 작다고 했는데, 그걸 읽고나서 작겠거니 하고 있어서인지 그렇게 작게 느껴지진 않았다. 윤기가 자르르 흐르는 비주얼에 감탄했다. 연어, 광어, 가리비뿐만 아니라 노른자까지도 토치로 살짝씩 구워낸 듯했다. 노른자를 톡 터트려 연어, 광어, 가리비, 와사비, 밥을 원하는 대로 조합해서 떠먹으면 된다. 노른자를 함께 떠먹어도 좋고, 생선회를 찍어먹어도 좋다. 느끼할 지도 모르니 꼭 와사비와 함께 먹자. 나는 회에서 느끼함을 못 느끼지만. 아, 아시겠지만 와사비를 한번에 너무 많이 먹으면 안된다. 나처럼 먹다가 알싸함에 눈물을 흘리기 직전까지 치닫을 수도 있다 ㅋㅋㅋ . 기대를 많이 하고 갔는데, 생각보다 너무 짰다. 특히 연어가 엄청 짰다. 연어, 광어, 가리비 고유의 맛을 깊게 느끼고 싶었는데 짠맛이 강해서 그러지는 못했던 것 같다. 그리고 쌀밥맛도 무난한 정도. 엄청 맛있다는 느낌은 아니었다. 그렇지만 회는 회, 맛이 없을 리는 없다. 아무렴. 맛은 있다! 괜찮다! 하지만 재방문 의사는 없다. . . . . . .",#군자역맛집#군자맛집#서울맛집#이이요#군자역이이요#야끼돈부리#이이요야끼돈부리#연어덮밥#광어덮밥#가리비덮밥#회덮밥#저녁맛집#맛집추천#맛집#맛스타그램#먹스타그램#instafood#food#foodstagram#비주얼#jmt#오늘뭐먹지#맛집스타그램#밥집#f4f#좋반#첫줄반사#소통#먹스타소통#희조후기
17,mae_chelin," . 이것이 진짜 이다‼️ 비쥬얼은 삼선쟁반짜장 너낌 + 같이 섞어먹으니 ❤️ px 에서 파는 면사랑 해물볶음우동 아시나여?? 새우 오징어 홍합 고기 듬뿍 들어가서 고급화된 맛! 대구 야끼우동 같은 맛인데 개인적으로 비빔짬짜면이 더 💕 바로 앞에 생활의달인 문화제과 있으니 코스로 가기 딱👍🏻 이집은 방송도 안나오고 찐 현지인 맛집 폭풍 검색으로 찾은 나 셀프 칭찬해🤭 죽기전에 대동먹지도 완성 하고 가야지😇,, .",#짬짜면#비빔짬뽕#짜장면#존맛#존맛탱#강원도#강원도맛집#삼척#삼척맛집#이화루#삼척이화루#비빔짬짜면#맛렙#먜슐랭#먜슐랭_강원도#먜슐랭_삼척#먜슐랭_짬짜면
18,v_namukong, 🍖 (₩15000) (₩15000) (₩9000) - - 을 찾아 슈웅〰️ 수유에 위치한 산성골로 날아갔습니다😊 - 산성골이 제일 좋았던 점은 갈비를 구워서 주세요♥️ 저는 고기를 잘 못 굽는데 특히 갈비는 익었는지 안 익었는지 전-혀 모르겠더라고요🤔 그래서 고기를 구워서 주시니깐 너무 좋았어요 ෆ 먹기도 좋고 불맛도 나고 !! - 은 새로 출시하신 메뉴에요👏🏻 칼칼하고 매콤한 양념이 정말 맛있더라고요✨ 고기도 함께 얹어서 먹을 수 있으니깐 세상 행복했오요😊 - - - -,#산성골#양념갈비#생갈비#고기주는냉면#갈비맛집#육쌈냉면#갈비#갈비집#갈비살맛집#고깃집#고기#고기맛집#고기스타그램#고기사랑#냉면#냉면맛집#냉면스타그램#수유#수유맛집#수유역맛집#수유역술집#수유고기집#수유리맛집#수유동맛집#냉면덕후#먹콩_수유
19,happigggg_,,#애플크럼블#애플크럼블파이#애플타르트#사과파이#사과타르트#홈베이킹#홈메이드#진영_made#made_jy#온더테이블#baking#homemade#applepie#appletart#applecrumble#tarte#cooking#desserts#베이킹#베이킹스타그램#foodstagram
20,rim_muk.log, 새콤달콤 파인애플 과즙에 탱글한 코코넛 알갱이 🏷 미닛메이드 코코구미 파인애플 달달한 파인애플🍍 음료로 기분전환 하고 싶으면 잡솨봐~ 쫀득한 식감의 나타드코코🥥 코코넛젤리가 12%나 들어있어 씹는 재미까지 느낄 수 있어용😁💕 헤헿 컵에 따를 때 소리 들어보세요! 말캉한 젤리 쏟아지는 소리랍니다 꼴깔꼴깔ㅋㅋ 나중에 얼음 추가해서 시원하게 먹으니까 더 맛있었어요! 요즘 펭수가 모델로 활동 중인 코코구미! 쏘 핫한거 아시쥬~ 젤리음료 좋아하시는 분들 꼭 한번 드셔보세요👍 . . . . . 미닛메이드 코코구미 체험단에 선정되어 제품을 지원받아 작성한 후기입니다 @iseethirst,#미닛메이드코코구미#코코구미#씹어먹고릴렉스#AD#미닛메이드#코코구미파인애플#파인애플#파인애플쥬스#파인애플텀블러#음료수#음료추천#쥬스#주스#코코넛젤리#나타드코코#과즙#젤리#신상리뷰#신상음료#젤리음료#pineapplejuice#juice#코코팜#모구모구#림먹로그
21,v_namukong," 퇴근하고 영화 하나 보면서 극장판✨ 치킨 먹었어요（╹◡╹）♡ - 다들 레퀴엠 영화 아시나요? 오늘 레퀴엠을 보면서 치킨플러스의 극장판치킨을 먹었어요! 극장판치킨이라서 그런지 후라이드에 나쵸, 고추치즈소스가 들어있었어요! 아 감자튀김까지 있었답니다. 순살이랑 뼈 가격이 동일해서 순살로 주문했어요. 영화와 맛 둘 다 잡겠다는 의지ヾ(๑╹◡╹)ﾉ” 치킨은 바삭바삭하고 맛있었어요. 사알짝 소금이 느껴졌답니다! 원래 후라이드 소금에 찍어먹는 거 좋아하는데 취향저격 후라이드!! 나쵸는 항상 사랑하는 거 아시쥬? 치킨집이라서 나쵸맛이 걱정되었는데 오,,, 바삭바삭하고 짭조름하고 좋아요♥️ 고추치즈소스는 치즈맛이 꾸우덕한데 마지막 맛은 매콤해요! 매콤해서 너무 좋아요(*´◒`*) - 레퀴엠도 완전 재밌었어요,,! 진짜 띵작 멘탈이 저도 함께 부서지는 것 같았지만 그만큼 리얼하게 마약을 표현한 영화였어요. 제 취향이라서 치킨 얌얌 먹으면서 잘 봤네요:) - - -",#치킨플러스#치킨#치킨추천#치킨먹방#치킨맛집#치킨스타그램#칰힌#극장판치킨#영화관#홈영화관#홈극장#홈무비#chicken#chickendinner#치콜#불일#치킨신메뉴#치킨플러스신메뉴#나쵸#나쵸치즈#야식#먹스타맞팔#맛스타맞팔#선팔하면맞팔가요#좋아요반사#좋반#영화볼땐#솔직한신메뉴시식단
22,fooodie.3fu_fa," . 맛 ❤❤❤❤🧡 (4.5/5) 분위기 💜💜💜💜🖤 (4/5) . 푸딘코에서 소개 해주셨던 에 위치한 시골집 30년 이상된 1마리에 5만원의 혜자스러운 양과 가격에 감동😭 양은 2명이서는 많고 3명이서는 배터지고 4명이서는 적당한정도의 양! 남는 오리고기는 포장도 가능하니 먹다가 싸갈 수 있으니 🍯 tip 참고하세용 로 먹다가 중간에 요청드리면 조물조물 진짜 천국의 맛인 주물럭으로 양념해주신답니댜! (3/1정도 로스로 본연의 맛으로 김치+부추+버섯+감자 와 함께 즐기시다가 주물럭으로 전환하는거 추천드려요) 배터지게 먹고 나면 후식으로 오리죽 or 뼈탕 으로 입가심할 수 있게 제공주신답니댜! 할머니 할아버지가 손주들 맛나게 먹으라고 해주시는 이름그대로의 시골집 갬성과 함께하고 맛과 양에 다시 감탄, 감동하는 맛집이였습니다! 백운호수 근처니 데이트 코스로도, 가족 외식 전부 추천드립니다! 수요일 휴무이니 참조하세요~! 오늘 월요일이 또왔지만 다들 맛난 저녁, 또주말을 기다리면서 힘냅시댜!!👍👍",#시골집#의왕시골집#백운호수시골집#의왕백운호수#오리고기맛집#오리로스#오리주물럭
23,v_namukong," 💚 💚 - 다이어리도 먹는 거🧐 베지밀에서 보내주신 문구세트로 다꾸를 해봤어요!! 다이어리 촙촙 꾸미기〰️✨ - 가끔 스토리에 먼슬리 다이어리 올리곤 했는데 이렇게 다꾸를 게시물로 올리는 건 처음이에요 (*´◒`*) ! 볼펜, 메모지, 공책 다 너무 귀염뽀짝하답니당💓 - 베지밀 요거트맛 두유는 처음 먹어봤는데 완전 맛있어요🔥 요거트의 부드러움이 솔솔 느껴져요!! 두유는 역시 베지밀인 것 같아요〰️💛 - - - @vegemil.official",#베지밀#베지밀다꾸#베지밀문구세트#베지밀b#다꾸#다꾸스타그램#다꾸스티커#다이어리꾸미기#다꾸왕#오늘의하루#공스타맞팔#두유#요거트두유
